w,g1,f1
51712,0.66727,-126.54
51715,0.66432,-126.2
51719,0.66161,-125.85
51722,0.65915,-125.49
51726,0.65694,-125.11
51729,0.65497,-124.73
51733,0.65325,-124.34
51737,0.65179,-123.95
51740,0.65057,-123.55
51744,0.6496,-123.14
51747,0.64889,-122.73
51751,0.64842,-122.32
51754,0.6482,-121.91
51758,0.64824,-121.49
51762,0.64852,-121.08
51765,0.64906,-120.67
51769,0.64985,-120.26
51772,0.65088,-119.85
51776,0.65217,-119.45
51779,0.65371,-119.05
51783,0.6555,-118.66
51787,0.65754,-118.28
51790,0.65983,-117.91
51794,0.66237,-117.54
51797,0.66515,-117.19
51801,0.66819,-116.85
51804,0.67147,-116.52
51808,0.67499,-116.21
51812,0.67876,-115.91
51815,0.68276,-115.62
51819,0.687,-115.35
51822,0.69147,-115.1
51826,0.69618,-114.87
51830,0.7011,-114.66
51833,0.70624,-114.47
51837,0.71158,-114.31
51840,0.71713,-114.17
51844,0.72286,-114.05
51847,0.72878,-113.95
51851,0.73485,-113.89
51855,0.74108,-113.85
51858,0.74744,-113.84
51862,0.75392,-113.86
51865,0.76049,-113.9
51869,0.76713,-113.98
51872,0.77382,-114.09
51876,0.78053,-114.23
51880,0.78723,-114.41
51883,0.79389,-114.61
51887,0.80047,-114.85
51890,0.80695,-115.11
51894,0.81327,-115.41
51898,0.81942,-115.74
51901,0.82533,-116.1
51905,0.83098,-116.49
51908,0.83633,-116.91
51912,0.84133,-117.35
51916,0.84594,-117.81
51919,0.85013,-118.3
51923,0.85386,-118.81
51926,0.8571,-119.34
51930,0.85983,-119.88
51933,0.862,-120.44
51937,0.86361,-121
51941,0.86465,-121.57
51944,0.86509,-122.15
51948,0.86494,-122.72
51951,0.86419,-123.29
51955,0.86287,-123.86
51959,0.86097,-124.42
51962,0.85852,-124.97
51966,0.85554,-125.5
51969,0.85206,-126.01
51973,0.84811,-126.51
51977,0.84372,-126.98
51980,0.83894,-127.43
51984,0.83379,-127.85
51987,0.82832,-128.25
51991,0.82258,-128.62
51994,0.81659,-128.96
51998,0.81041,-129.27
52002,0.80406,-129.54
52005,0.79759,-129.79
52009,0.79104,-130
52012,0.78443,-130.18
52016,0.77781,-130.33
52020,0.77119,-130.45
52023,0.76461,-130.54
52027,0.75809,-130.59
52030,0.75167,-130.62
52034,0.74535,-130.62
52038,0.73915,-130.59
52041,0.73311,-130.53
52045,0.72722,-130.44
52048,0.72151,-130.33
52052,0.71598,-130.19
52056,0.71065,-130.03
52059,0.70553,-129.85
52063,0.70062,-129.64
52066,0.69594,-129.42
52070,0.69148,-129.17
52074,0.68725,-128.91
52077,0.68326,-128.63
52081,0.67951,-128.33
52084,0.67601,-128.02
52088,0.67275,-127.69
52092,0.66973,-127.35
52095,0.66697,-127
52099,0.66446,-126.64
52102,0.6622,-126.26
52106,0.66019,-125.88
52110,0.65843,-125.5
52113,0.65693,-125.1
52117,0.65568,-124.7
52120,0.65469,-124.29
52124,0.65395,-123.88
52128,0.65347,-123.47
52131,0.65324,-123.06
52135,0.65326,-122.65
52138,0.65354,-122.23
52142,0.65408,-121.82
52146,0.65487,-121.41
52149,0.65592,-121
52153,0.65722,-120.6
52156,0.65877,-120.21
52160,0.66058,-119.82
52164,0.66265,-119.44
52167,0.66496,-119.06
52171,0.66753,-118.7
52174,0.67036,-118.35
52178,0.67343,-118.01
52182,0.67676,-117.68
52185,0.68033,-117.36
52189,0.68415,-117.06
52192,0.68821,-116.78
52196,0.69251,-116.52
52200,0.69704,-116.27
52203,0.70181,-116.04
52207,0.70679,-115.83
52210,0.712,-115.65
52214,0.71742,-115.49
52218,0.72303,-115.35
52221,0.72884,-115.23
52225,0.73482,-115.14
52228,0.74097,-115.08
52232,0.74727,-115.05
52236,0.7537,-115.04
52239,0.76024,-115.07
52243,0.76687,-115.12
52246,0.77357,-115.21
52250,0.78031,-115.33
52254,0.78706,-115.47
52257,0.79379,-115.65
52261,0.80048,-115.87
52265,0.80708,-116.11
52268,0.81356,-116.39
52272,0.81988,-116.69
52275,0.826,-117.03
52279,0.83188,-117.4
52283,0.83749,-117.79
52286,0.84277,-118.22
52290,0.84769,-118.67
52293,0.8522,-119.14
52297,0.85628,-119.64
52301,0.85988,-120.15
52304,0.86298,-120.68
52308,0.86555,-121.23
52312,0.86755,-121.79
52315,0.86898,-122.36
52319,0.86982,-122.93
52322,0.87006,-123.5
52326,0.8697,-124.08
52330,0.86874,-124.65
52333,0.8672,-125.21
52337,0.86508,-125.77
52340,0.86242,-126.31
52344,0.85923,-126.83
52348,0.85555,-127.34
52351,0.8514,-127.83
52355,0.84682,-128.29
52358,0.84186,-128.73
52362,0.83655,-129.15
52366,0.83093,-129.53
52369,0.82504,-129.89
52373,0.81893,-130.21
52377,0.81263,-130.51
52380,0.80619,-130.77
52384,0.79964,-131
52387,0.79301,-131.2
52391,0.78635,-131.37
52395,0.77968,-131.5
52398,0.77304,-131.61
52402,0.76644,-131.68
52406,0.75992,-131.72
52409,0.7535,-131.73
52413,0.7472,-131.72
52416,0.74103,-131.67
52420,0.73502,-131.6
52424,0.72919,-131.5
52427,0.72353,-131.37
52431,0.71807,-131.22
52435,0.71281,-131.05
52438,0.70777,-130.86
52442,0.70295,-130.64
52445,0.69835,-130.4
52449,0.69399,-130.15
52453,0.68987,-129.87
52456,0.68599,-129.58
52460,0.68236,-129.27
52463,0.67898,-128.95
52467,0.67584,-128.62
52471,0.67296,-128.27
52474,0.67034,-127.91
52478,0.66796,-127.54
52482,0.66585,-127.17
52485,0.66399,-126.78
52489,0.66239,-126.39
52492,0.66105,-125.99
52496,0.65997,-125.58
52500,0.65914,-125.18
52503,0.65858,-124.77
52507,0.65827,-124.35
52511,0.65822,-123.94
52514,0.65844,-123.52
52518,0.65891,-123.11
52522,0.65964,-122.7
52525,0.66063,-122.29
52529,0.66188,-121.89
52532,0.66339,-121.49
52536,0.66515,-121.1
52540,0.66718,-120.72
52543,0.66946,-120.34
52547,0.672,-119.98
52551,0.6748,-119.62
52554,0.67785,-119.28
52558,0.68116,-118.95
52561,0.68472,-118.63
52565,0.68853,-118.33
52569,0.69259,-118.05
52572,0.69688,-117.78
52576,0.70142,-117.53
52580,0.70619,-117.3
52583,0.71119,-117.09
52587,0.71641,-116.9
52590,0.72185,-116.74
52594,0.72749,-116.6
52598,0.73332,-116.48
52601,0.73933,-116.39
52605,0.74551,-116.33
52609,0.75184,-116.29
52612,0.75831,-116.29
52616,0.76489,-116.31
52620,0.77156,-116.36
52623,0.7783,-116.45
52627,0.78508,-116.56
52630,0.79187,-116.71
52634,0.79865,-116.89
52638,0.80538,-117.1
52641,0.81202,-117.35
52645,0.81853,-117.62
52649,0.82489,-117.93
52652,0.83104,-118.27
52656,0.83695,-118.64
52660,0.84258,-119.04
52663,0.84787,-119.46
52667,0.8528,-119.91
52670,0.85732,-120.39
52674,0.8614,-120.88
52678,0.86499,-121.4
52681,0.86807,-121.93
52685,0.87061,-122.48
52689,0.87258,-123.04
52692,0.87397,-123.61
52696,0.87476,-124.18
52700,0.87494,-124.75
52703,0.87452,-125.33
52707,0.87349,-125.9
52711,0.87188,-126.46
52714,0.86968,-127.01
52718,0.86694,-127.55
52721,0.86367,-128.08
52725,0.8599,-128.58
52729,0.85566,-129.07
52732,0.851,-129.53
52736,0.84595,-129.96
52740,0.84056,-130.37
52743,0.83486,-130.75
52747,0.8289,-131.1
52751,0.82271,-131.43
52754,0.81635,-131.71
52758,0.80984,-131.97
52762,0.80323,-132.2
52765,0.79656,-132.39
52769,0.78985,-132.55
52772,0.78314,-132.68
52776,0.77646,-132.78
52780,0.76984,-132.84
52783,0.76329,-132.88
52787,0.75685,-132.88
52791,0.75054,-132.86
52794,0.74437,-132.81
52798,0.73837,-132.73
52802,0.73253,-132.62
52805,0.72689,-132.49
52809,0.72145,-132.33
52813,0.71621,-132.15
52816,0.7112,-131.95
52820,0.70641,-131.73
52824,0.70186,-131.48
52827,0.69754,-131.22
52831,0.69347,-130.94
52834,0.68964,-130.65
52838,0.68607,-130.34
52842,0.68275,-130.01
52845,0.67968,-129.67
52849,0.67687,-129.32
52853,0.67432,-128.96
52856,0.67203,-128.58
52860,0.67,-128.2
52864,0.66824,-127.81
52867,0.66673,-127.42
52871,0.66549,-127.02
52875,0.66451,-126.61
52878,0.66379,-126.2
52882,0.66334,-125.79
52886,0.66315,-125.37
52889,0.66322,-124.96
52893,0.66356,-124.55
52897,0.66416,-124.14
52900,0.66503,-123.73
52904,0.66615,-123.32
52907,0.66755,-122.92
52911,0.6692,-122.53
52915,0.67112,-122.14
52918,0.6733,-121.76
52922,0.67574,-121.39
52926,0.67845,-121.03
52929,0.68141,-120.68
52933,0.68463,-120.35
52937,0.68811,-120.02
52940,0.69184,-119.72
52944,0.69583,-119.43
52948,0.70006,-119.15
52951,0.70454,-118.89
52955,0.70926,-118.66
52959,0.71421,-118.44
52962,0.71938,-118.24
52966,0.72478,-118.07
52970,0.73039,-117.92
52973,0.73619,-117.8
52977,0.74219,-117.7
52981,0.74835,-117.63
52984,0.75468,-117.58
52988,0.76115,-117.57
52992,0.76773,-117.58
52995,0.77442,-117.62
52999,0.78119,-117.7
53003,0.788,-117.81
53006,0.79483,-117.95
53010,0.80166,-118.12
53014,0.80844,-118.32
53017,0.81515,-118.56
53021,0.82174,-118.83
53025,0.82817,-119.13
53028,0.83441,-119.46
53032,0.84042,-119.82
53036,0.84614,-120.21
53039,0.85155,-120.63
53043,0.85659,-121.07
53047,0.86122,-121.54
53050,0.86541,-122.04
53054,0.86912,-122.55
53058,0.87232,-123.08
53061,0.87498,-123.62
53065,0.87706,-124.18
53069,0.87856,-124.75
53072,0.87946,-125.32
53076,0.87974,-125.89
53080,0.87942,-126.47
53083,0.87848,-127.04
53087,0.87694,-127.61
53091,0.87482,-128.16
53094,0.87214,-128.7
53098,0.86891,-129.23
53102,0.86518,-129.74
53105,0.86098,-130.22
53109,0.85634,-130.69
53113,0.85131,-131.12
53116,0.84592,-131.54
53120,0.84021,-131.92
53124,0.83424,-132.27
53127,0.82803,-132.6
53131,0.82164,-132.89
53135,0.81511,-133.15
53138,0.80847,-133.38
53142,0.80175,-133.57
53146,0.795,-133.74
53149,0.78825,-133.87
53153,0.78152,-133.96
53157,0.77485,-134.03
53160,0.76827,-134.07
53164,0.76178,-134.07
53168,0.75543,-134.05
53171,0.74921,-134
53175,0.74316,-133.92
53179,0.73729,-133.81
53182,0.73161,-133.68
53186,0.72613,-133.52
53190,0.72087,-133.34
53193,0.71583,-133.14
53197,0.71101,-132.92
53201,0.70644,-132.67
53204,0.70211,-132.41
53208,0.69802,-132.13
53212,0.69418,-131.83
53215,0.6906,-131.52
53219,0.68728,-131.19
53223,0.68422,-130.85
53226,0.68141,-130.5
53230,0.67887,-130.14
53234,0.6766,-129.76
53237,0.67459,-129.38
53241,0.67284,-128.99
53245,0.67137,-128.59
53248,0.67016,-128.19
53252,0.66921,-127.78
53256,0.66854,-127.37
53260,0.66813,-126.96
53263,0.66799,-126.55
53267,0.66811,-126.13
53271,0.66851,-125.72
53274,0.66917,-125.31
53278,0.67011,-124.9
53282,0.67131,-124.5
53285,0.67277,-124.1
53289,0.67451,-123.7
53293,0.67651,-123.32
53296,0.67878,-122.94
53300,0.68131,-122.58
53304,0.68411,-122.22
53307,0.68717,-121.87
53311,0.6905,-121.54
53315,0.69408,-121.22
53318,0.69792,-120.92
53322,0.70202,-120.64
53326,0.70636,-120.37
53329,0.71096,-120.12
53333,0.71579,-119.89
53337,0.72086,-119.68
53341,0.72615,-119.49
53344,0.73167,-119.33
53348,0.73739,-119.19
53352,0.74331,-119.07
53355,0.74941,-118.98
53359,0.75569,-118.92
53363,0.76211,-118.89
53366,0.76867,-118.89
53370,0.77535,-118.91
53374,0.78211,-118.97
53377,0.78894,-119.06
53381,0.79581,-119.18
53385,0.80268,-119.34
53388,0.80953,-119.52
53392,0.81632,-119.74
53396,0.82302,-119.99
53400,0.82957,-120.28
53403,0.83595,-120.59
53407,0.84212,-120.94
53411,0.84802,-121.32
53414,0.85361,-121.72
53418,0.85886,-122.16
53422,0.86372,-122.61
53425,0.86815,-123.1
53429,0.87212,-123.6
53433,0.87557,-124.12
53436,0.8785,-124.66
53440,0.88086,-125.21
53444,0.88263,-125.77
53447,0.8838,-126.34
53451,0.88436,-126.92
53455,0.88429,-127.49
53459,0.88361,-128.07
53462,0.88232,-128.64
53466,0.88043,-129.19
53470,0.87796,-129.74
53473,0.87494,-130.28
53477,0.87139,-130.79
53481,0.86734,-131.29
53484,0.86284,-131.76
53488,0.85793,-132.21
53492,0.85264,-132.63
53496,0.84701,-133.03
53499,0.8411,-133.39
53503,0.83494,-133.73
53507,0.82857,-134.03
53510,0.82205,-134.3
53514,0.81539,-134.54
53518,0.80866,-134.75
53521,0.80188,-134.92
53525,0.79508,-135.06
53529,0.7883,-135.17
53532,0.78157,-135.25
53536,0.77491,-135.29
53540,0.76835,-135.31
53544,0.76192,-135.29
53547,0.75562,-135.25
53551,0.74948,-135.17
53555,0.74352,-135.08
53558,0.73775,-134.95
53562,0.73218,-134.8
53566,0.72683,-134.63
53569,0.7217,-134.43
53573,0.7168,-134.21
53577,0.71213,-133.97
53581,0.70771,-133.71
53584,0.70355,-133.43
53588,0.69963,-133.14
53592,0.69597,-132.83
53595,0.69258,-132.51
53599,0.68945,-132.17
53603,0.68658,-131.82
53606,0.68398,-131.46
53610,0.68164,-131.08
53614,0.67958,-130.7
53618,0.67778,-130.31
53621,0.67626,-129.92
53625,0.67501,-129.51
53629,0.67403,-129.11
53632,0.67332,-128.7
53636,0.67288,-128.29
53640,0.67272,-127.87
53644,0.67283,-127.46
53647,0.67321,-127.05
53651,0.67386,-126.63
53655,0.67478,-126.23
53658,0.67598,-125.82
53662,0.67745,-125.42
53666,0.67919,-125.03
53669,0.6812,-124.64
53673,0.68348,-124.27
53677,0.68604,-123.9
53681,0.68886,-123.54
53684,0.69195,-123.2
53688,0.6953,-122.87
53692,0.69892,-122.55
53695,0.7028,-122.25
53699,0.70694,-121.96
53703,0.71133,-121.7
53707,0.71597,-121.45
53710,0.72085,-121.22
53714,0.72597,-121.01
53718,0.73132,-120.83
53721,0.73689,-120.66
53725,0.74267,-120.53
53729,0.74865,-120.42
53733,0.75481,-120.33
53736,0.76115,-120.27
53740,0.76763,-120.25
53744,0.77425,-120.25
53747,0.78098,-120.28
53751,0.78779,-120.34
53755,0.79467,-120.44
53759,0.80158,-120.57
53762,0.80849,-120.72
53766,0.81537,-120.92
53770,0.82218,-121.14
53773,0.82888,-121.4
53777,0.83544,-121.69
53781,0.84181,-122.01
53785,0.84795,-122.37
53788,0.85382,-122.75
53792,0.85937,-123.16
53796,0.86456,-123.6
53799,0.86934,-124.07
53803,0.87368,-124.55
53807,0.87754,-125.06
53811,0.88088,-125.59
53814,0.88367,-126.13
53818,0.88589,-126.69
53822,0.88751,-127.25
53825,0.88851,-127.82
53829,0.88889,-128.4
53833,0.88865,-128.97
53837,0.88778,-129.55
53840,0.8863,-130.11
53844,0.88422,-130.67
53848,0.88156,-131.21
53851,0.87835,-131.74
53855,0.87462,-132.25
53859,0.8704,-132.74
53863,0.86573,-133.2
53866,0.86066,-133.64
53870,0.85522,-134.06
53874,0.84946,-134.44
53877,0.84342,-134.79
53881,0.83714,-135.12
53885,0.83068,-135.41
53889,0.82406,-135.67
53892,0.81734,-135.9
53896,0.81054,-136.09
53900,0.80371,-136.25
53904,0.79687,-136.38
53907,0.79007,-136.48
53911,0.78332,-136.54
53915,0.77666,-136.57
53918,0.77011,-136.58
53922,0.76369,-136.55
53926,0.75742,-136.49
53930,0.75132,-136.41
53933,0.74541,-136.3
53937,0.73969,-136.16
53941,0.73418,-136
53945,0.7289,-135.81
53948,0.72384,-135.61
53952,0.71902,-135.38
53956,0.71445,-135.13
53959,0.71013,-134.86
53963,0.70606,-134.57
53967,0.70225,-134.27
53971,0.69871,-133.95
53974,0.69543,-133.62
53978,0.69242,-133.28
53982,0.68967,-132.92
53986,0.6872,-132.55
53989,0.68501,-132.17
53993,0.68309,-131.79
53997,0.68144,-131.39
54000,0.68006,-130.99
54004,0.67897,-130.59
54008,0.67814,-130.18
54012,0.6776,-129.77
54015,0.67733,-129.36
54019,0.67734,-128.94
54023,0.67762,-128.53
54027,0.67818,-128.12
54030,0.67902,-127.71
54034,0.68014,-127.3
54038,0.68153,-126.9
54041,0.68319,-126.51
54045,0.68514,-126.12
54049,0.68735,-125.74
54053,0.68985,-125.37
54056,0.69261,-125.01
54060,0.69565,-124.66
54064,0.69895,-124.33
54068,0.70253,-124.01
54071,0.70637,-123.7
54075,0.71047,-123.41
54079,0.71483,-123.14
54083,0.71945,-122.89
54086,0.72431,-122.65
54090,0.72941,-122.44
54094,0.73475,-122.25
54098,0.74031,-122.09
54101,0.74609,-121.95
54105,0.75207,-121.83
54109,0.75824,-121.74
54112,0.76458,-121.68
54116,0.77108,-121.65
54120,0.77772,-121.64
54124,0.78447,-121.67
54127,0.79131,-121.73
54131,0.79822,-121.82
54135,0.80516,-121.95
54139,0.81211,-122.1
54142,0.81903,-122.29
54146,0.82588,-122.51
54150,0.83263,-122.77
54154,0.83924,-123.06
54157,0.84566,-123.38
54161,0.85185,-123.73
54165,0.85776,-124.11
54169,0.86336,-124.52
54172,0.86859,-124.96
54176,0.87342,-125.42
54180,0.8778,-125.91
54184,0.8817,-126.41
54187,0.88507,-126.94
54191,0.88789,-127.48
54195,0.89013,-128.04
54199,0.89177,-128.6
54202,0.89278,-129.17
54206,0.89317,-129.75
54210,0.89293,-130.33
54213,0.89205,-130.9
54217,0.89056,-131.46
54221,0.88846,-132.02
54225,0.88578,-132.56
54228,0.88253,-133.09
54232,0.87877,-133.6
54236,0.87451,-134.09
54240,0.8698,-134.55
54243,0.86468,-134.99
54247,0.8592,-135.4
54251,0.85339,-135.79
54255,0.8473,-136.14
54258,0.84098,-136.46
54262,0.83446,-136.75
54266,0.8278,-137.01
54270,0.82103,-137.23
54273,0.81419,-137.42
54277,0.80731,-137.58
54281,0.80044,-137.71
54285,0.7936,-137.8
54288,0.78683,-137.86
54292,0.78014,-137.89
54296,0.77356,-137.89
54300,0.76713,-137.86
54303,0.76084,-137.79
54307,0.75473,-137.71
54311,0.74881,-137.59
54315,0.74309,-137.45
54318,0.73759,-137.29
54322,0.73231,-137.1
54326,0.72726,-136.88
54330,0.72246,-136.65
54333,0.7179,-136.4
54337,0.71361,-136.13
54341,0.70957,-135.84
54345,0.70579,-135.53
54348,0.70229,-135.21
54352,0.69905,-134.87
54356,0.69608,-134.53
54360,0.69339,-134.17
54363,0.69098,-133.8
54367,0.68884,-133.42
54371,0.68698,-133.03
54375,0.6854,-132.63
54379,0.6841,-132.23
54382,0.68308,-131.83
54386,0.68234,-131.42
54390,0.68188,-131
54394,0.68171,-130.59
54397,0.68181,-130.18
54401,0.68219,-129.76
54405,0.68286,-129.35
54409,0.6838,-128.94
54412,0.68503,-128.54
54416,0.68653,-128.14
54420,0.68832,-127.75
54424,0.69039,-127.36
54427,0.69273,-126.99
54431,0.69535,-126.62
54435,0.69825,-126.27
54439,0.70143,-125.93
54442,0.70487,-125.6
54446,0.70859,-125.28
54450,0.71258,-124.99
54454,0.71683,-124.7
54457,0.72134,-124.44
54461,0.7261,-124.2
54465,0.73111,-123.98
54469,0.73636,-123.78
54473,0.74185,-123.6
54476,0.74755,-123.44
54480,0.75347,-123.32
54484,0.75959,-123.21
54488,0.76589,-123.14
54491,0.77235,-123.1
54495,0.77896,-123.08
54499,0.7857,-123.09
54503,0.79254,-123.14
54506,0.79946,-123.22
54510,0.80643,-123.33
54514,0.81341,-123.47
54518,0.82038,-123.65
54521,0.8273,-123.86
54525,0.83412,-124.1
54529,0.84082,-124.37
54533,0.84735,-124.68
54537,0.85366,-125.02
54540,0.8597,-125.39
54544,0.86545,-125.79
54548,0.87084,-126.22
54552,0.87584,-126.67
54555,0.8804,-127.15
54559,0.88448,-127.65
54563,0.88805,-128.17
54567,0.89107,-128.71
54570,0.89351,-129.26
54574,0.89534,-129.82
54578,0.89656,-130.39
54582,0.89714,-130.97
54586,0.89709,-131.55
54589,0.8964,-132.12
54593,0.89508,-132.69
54597,0.89314,-133.25
54601,0.89061,-133.79
54604,0.8875,-134.33
54608,0.88386,-134.84
54612,0.87971,-135.33
54616,0.87509,-135.81
54619,0.87005,-136.25
54623,0.86462,-136.67
54627,0.85886,-137.06
54631,0.8528,-137.42
54635,0.8465,-137.75
54638,0.83999,-138.05
54642,0.83332,-138.31
54646,0.82653,-138.54
54650,0.81967,-138.74
54653,0.81276,-138.91
54657,0.80585,-139.04
54661,0.79896,-139.14
54665,0.79213,-139.2
54669,0.78539,-139.24
54672,0.77876,-139.24
54676,0.77226,-139.22
54680,0.76591,-139.16
54684,0.75973,-139.08
54687,0.75375,-138.97
54691,0.74797,-138.83
54695,0.7424,-138.67
54699,0.73706,-138.48
54703,0.73195,-138.27
54706,0.72709,-138.04
54710,0.72248,-137.79
54714,0.71813,-137.52
54718,0.71405,-137.23
54721,0.71023,-136.93
54725,0.70668,-136.61
54729,0.7034,-136.27
54733,0.7004,-135.93
54737,0.69768,-135.57
54740,0.69524,-135.2
54744,0.69308,-134.82
54748,0.6912,-134.43
54752,0.68961,-134.03
54755,0.68829,-133.63
54759,0.68727,-133.23
54763,0.68652,-132.82
54767,0.68607,-132.4
54771,0.68589,-131.99
54774,0.68601,-131.58
54778,0.6864,-131.16
54782,0.68709,-130.75
54786,0.68806,-130.34
54790,0.68931,-129.94
54793,0.69085,-129.54
54797,0.69267,-129.15
54801,0.69477,-128.77
54805,0.69716,-128.39
54808,0.69983,-128.03
54812,0.70278,-127.68
54816,0.70601,-127.34
54820,0.70951,-127.01
54824,0.71329,-126.7
54827,0.71734,-126.4
54831,0.72166,-126.12
54835,0.72623,-125.86
54839,0.73107,-125.62
54843,0.73615,-125.41
54846,0.74148,-125.21
54850,0.74704,-125.04
54854,0.75282,-124.89
54858,0.75881,-124.77
54861,0.765,-124.67
54865,0.77137,-124.61
54869,0.7779,-124.57
54873,0.78458,-124.56
54877,0.79138,-124.58
54880,0.79828,-124.64
54884,0.80524,-124.72
54888,0.81225,-124.84
54892,0.81926,-124.99
54896,0.82625,-125.18
54899,0.83318,-125.4
54903,0.84,-125.65
54907,0.84667,-125.94
54911,0.85316,-126.25
54915,0.85942,-126.6
54918,0.8654,-126.98
54922,0.87105,-127.39
54926,0.87634,-127.83
54930,0.88121,-128.29
54934,0.88563,-128.78
54937,0.88955,-129.29
54941,0.89294,-129.81
54945,0.89576,-130.36
54949,0.89799,-130.91
54952,0.8996,-131.48
54956,0.90058,-132.05
54960,0.90092,-132.63
54964,0.90062,-133.2
54968,0.89967,-133.77
54971,0.89809,-134.34
54975,0.8959,-134.89
54979,0.89312,-135.44
54983,0.88977,-135.96
54987,0.88589,-136.47
54990,0.88152,-136.95
54994,0.87669,-137.41
54998,0.87145,-137.85
55002,0.86584,-138.26
55006,0.85991,-138.63
55009,0.85371,-138.98
55013,0.84727,-139.29
55017,0.84065,-139.58
55021,0.83389,-139.83
55025,0.82703,-140.04
55028,0.8201,-140.22
55032,0.81315,-140.37
55036,0.80621,-140.49
55040,0.79931,-140.57
55044,0.79249,-140.62
55047,0.78576,-140.64
55051,0.77916,-140.63
55055,0.7727,-140.59
55059,0.76641,-140.52
55063,0.7603,-140.42
55066,0.75439,-140.29
55070,0.74869,-140.14
55074,0.74322,-139.97
55078,0.73798,-139.77
55082,0.73299,-139.55
55086,0.72824,-139.3
55089,0.72376,-139.04
55093,0.71954,-138.76
55097,0.71559,-138.46
55101,0.71191,-138.15
55105,0.70851,-137.82
55108,0.70539,-137.47
55112,0.70255,-137.12
55116,0.69999,-136.75
55120,0.69772,-136.38
55124,0.69573,-135.99
55127,0.69403,-135.6
55131,0.69262,-135.2
55135,0.69149,-134.79
55139,0.69066,-134.39
55143,0.69011,-133.97
55146,0.68985,-133.56
55150,0.68988,-133.15
55154,0.6902,-132.73
55158,0.69081,-132.32
55162,0.69171,-131.91
55165,0.6929,-131.51
55169,0.69438,-131.11
55173,0.69614,-130.72
55177,0.6982,-130.33
55181,0.70054,-129.95
55185,0.70316,-129.59
55188,0.70607,-129.23
55192,0.70927,-128.89
55196,0.71274,-128.56
55200,0.71649,-128.25
55204,0.72052,-127.95
55207,0.72481,-127.67
55211,0.72937,-127.41
55215,0.7342,-127.16
55219,0.73927,-126.94
55223,0.7446,-126.74
55226,0.75016,-126.57
55230,0.75594,-126.42
55234,0.76194,-126.29
55238,0.76814,-126.2
55242,0.77452,-126.13
55246,0.78107,-126.09
55249,0.78777,-126.08
55253,0.79459,-126.1
55257,0.80151,-126.15
55261,0.8085,-126.23
55265,0.81554,-126.35
55268,0.82258,-126.5
55272,0.8296,-126.69
55276,0.83655,-126.91
55280,0.8434,-127.16
55284,0.8501,-127.44
55288,0.85662,-127.76
55291,0.8629,-128.11
55295,0.8689,-128.49
55299,0.87457,-128.9
55303,0.87987,-129.34
55307,0.88475,-129.8
55310,0.88916,-130.29
55314,0.89308,-130.8
55318,0.89646,-131.33
55322,0.89926,-131.87
55326,0.90147,-132.43
55330,0.90305,-132.99
55333,0.904,-133.56
55337,0.90429,-134.14
55341,0.90394,-134.72
55345,0.90294,-135.29
55349,0.90131,-135.85
55353,0.89905,-136.41
55356,0.8962,-136.95
55360,0.89279,-137.47
55364,0.88884,-137.98
55368,0.8844,-138.46
55372,0.8795,-138.92
55375,0.87419,-139.35
55379,0.86852,-139.75
55383,0.86252,-140.13
55387,0.85626,-140.47
55391,0.84976,-140.78
55395,0.84309,-141.06
55398,0.83628,-141.3
55402,0.82937,-141.51
55406,0.82241,-141.69
55410,0.81542,-141.83
55414,0.80845,-141.94
55418,0.80153,-142.02
55421,0.79469,-142.07
55425,0.78795,-142.08
55429,0.78134,-142.06
55433,0.77489,-142.01
55437,0.7686,-141.94
55441,0.7625,-141.83
55444,0.7566,-141.7
55448,0.75093,-141.54
55452,0.74548,-141.36
55456,0.74027,-141.16
55460,0.73531,-140.93
55464,0.73061,-140.68
55467,0.72617,-140.42
55471,0.722,-140.13
55475,0.71811,-139.83
55479,0.71449,-139.51
55483,0.71115,-139.17
55487,0.7081,-138.83
55490,0.70533,-138.47
55494,0.70285,-138.1
55498,0.70066,-137.72
55502,0.69875,-137.33
55506,0.69714,-136.94
55510,0.69582,-136.53
55513,0.6948,-136.13
55517,0.69406,-135.72
55521,0.69362,-135.31
55525,0.69348,-134.89
55529,0.69362,-134.48
55533,0.69406,-134.07
55536,0.69479,-133.66
55540,0.69582,-133.25
55544,0.69714,-132.85
55548,0.69875,-132.45
55552,0.70065,-132.06
55556,0.70285,-131.68
55559,0.70533,-131.31
55563,0.70811,-130.95
55567,0.71117,-130.6
55571,0.71451,-130.26
55575,0.71814,-129.94
55579,0.72205,-129.63
55582,0.72623,-129.34
55586,0.73069,-129.07
55590,0.73541,-128.82
55594,0.7404,-128.59
55598,0.74563,-128.38
55602,0.75111,-128.2
55605,0.75682,-128.03
55609,0.76275,-127.9
55613,0.76889,-127.79
55617,0.77523,-127.71
55621,0.78174,-127.66
55625,0.7884,-127.63
55629,0.7952,-127.64
55632,0.80211,-127.68
55636,0.80911,-127.76
55640,0.81615,-127.86
55644,0.82322,-128
55648,0.83028,-128.17
55652,0.83728,-128.38
55655,0.84419,-128.62
55659,0.85097,-128.89
55663,0.85758,-129.2
55667,0.86396,-129.54
55671,0.87008,-129.91
55675,0.87587,-130.31
55678,0.88131,-130.74
55682,0.88634,-131.2
55686,0.89091,-131.68
55690,0.89499,-132.18
55694,0.89854,-132.7
55698,0.90152,-133.24
55702,0.9039,-133.79
55705,0.90566,-134.36
